year,mo,dy, hr, Pmean, Pstdv,  n
2016,09,25, 16, 0.764, 0.347, 12
2016,09,25, 17, 0.288, 0.210, 12
2016,09,25, 18, 0.017, 0.006,  7
2016,09,26, 07, 0.123, 0.082,  8
2016,09,26, 08, 0.679, 0.264, 12
2016,09,26, 09, 1.363, 0.154, 12
2016,09,26, 10, 2.014, 0.200, 12
2016,09,26, 11, 2.415, 0.084, 12
2016,09,26, 12, 1.759, 0.837, 12
2016,09,26, 13, 1.129, 0.583, 12
2016,09,26, 14, 1.051, 0.518, 12
2016,09,26, 15, 0.532, 0.040, 12
2016,09,26, 16, 0.462, 0.047, 12
2016,09,26, 17, 0.183, 0.050, 12
2016,09,26, 18, 0.053, 0.029,  9
2016,09,27, 07, 0.122, 0.075,  7
2016,09,27, 08, 0.645, 0.241, 12
2016,09,27, 09, 1.420, 0.200, 12
2016,09,27, 10, 2.000, 0.150, 12
2016,09,27, 11, 2.396, 0.090, 12
2016,09,27, 12, 2.641, 0.037, 12
2016,09,27, 13, 2.607, 0.059, 12
2016,09,27, 14, 2.420, 0.082, 12
2016,09,27, 15, 2.072, 0.144, 12
2016,09,27, 16, 1.497, 0.201, 12
2016,09,27, 17, 0.654, 0.345, 12
2016,09,27, 18, 0.055, 0.038,  9
2016,09,28, 07, 0.024, 0.000,  1
2016,09,28, 08, 0.265, 0.206, 12
2016,09,28, 09, 0.825, 0.183, 12
2016,09,28, 10, 1.366, 0.321, 12
2016,09,28, 11, 2.169, 0.496, 12
2016,09,28, 12, 2.027, 0.407, 12
2016,09,28, 13, 2.482, 0.232, 12
2016,09,28, 14, 1.586, 0.450, 12
2016,09,28, 15, 2.050, 0.169, 12
2016,09,28, 16, 1.195, 0.458, 12
2016,09,28, 17, 0.278, 0.063, 12
2016,09,28, 18, 0.165, 0.115, 11
2016,09,29, 07, 0.090, 0.078,  6
2016,09,29, 08, 0.350, 0.160, 12
2016,09,29, 09, 1.081, 0.244, 12
2016,09,29, 10, 1.018, 0.572, 12
2016,09,29, 11, 0.347, 0.094, 12
2016,09,29, 12, 0.307, 0.145, 12
2016,09,29, 13, 0.310, 0.043, 12
2016,09,29, 14, 0.338, 0.089, 12
2016,09,29, 15, 0.207, 0.088, 12
2016,09,29, 16, 0.069, 0.014, 12
2016,09,29, 17, 0.092, 0.058, 12
2016,09,29, 18, 0.012, 0.000,  1
2016,09,30, 07, 0.045, 0.025,  4
2016,09,30, 08, 0.194, 0.088, 12
2016,09,30, 09, 0.321, 0.058, 12
2016,09,30, 10, 0.724, 0.208, 12
2016,09,30, 11, 0.720, 0.230, 12
2016,09,30, 12, 2.121, 0.664, 12
2016,09,30, 13, 1.622, 0.712, 12
2016,09,30, 14, 2.104, 0.643, 12
2016,09,30, 15, 2.020, 0.429, 12
2016,09,30, 16, 1.277, 0.395, 12
2016,09,30, 17, 0.653, 0.287, 12
2016,09,30, 18, 0.136, 0.101,  9
2016,10,01, 07, 0.021, 0.006,  4
2016,10,01, 08, 0.154, 0.062, 12
2016,10,01, 09, 0.566, 0.138, 12
2016,10,01, 10, 1.062, 0.171, 12
2016,10,01, 11, 0.971, 0.243, 12
2016,10,01, 12, 0.978, 0.103, 12
2016,10,01, 13, 0.630, 0.387, 12
2016,10,01, 14, 0.496, 0.205, 12
2016,10,01, 15, 1.208, 0.752, 12
2016,10,01, 16, 0.492, 0.297, 12
2016,10,01, 17, 0.252, 0.119, 12
2016,10,01, 18, 0.087, 0.072,  7
2016,10,02, 07, 0.050, 0.035,  6
2016,10,02, 08, 0.060, 0.020, 10
2016,10,02, 09, 0.322, 0.267, 12
2016,10,02, 10, 0.352, 0.070, 12
2016,10,02, 11, 0.687, 0.219, 12
2016,10,02, 12, 1.449, 0.513, 12
2016,10,02, 13, 1.508, 0.667, 12
2016,10,02, 14, 0.711, 0.477, 12
2016,10,02, 15, 0.196, 0.144, 12
2016,10,02, 16, 0.298, 0.093, 12
2016,10,02, 17, 0.153, 0.054, 12
2016,10,02, 18, 0.082, 0.069, 10
2016,10,03, 07, 0.048, 0.017,  2
2016,10,03, 08, 0.405, 0.304, 12
2016,10,03, 09, 1.359, 0.232, 12
2016,10,03, 10, 2.000, 0.174, 12
2016,10,03, 11, 2.109, 0.553, 12
2016,10,03, 12, 2.171, 0.658, 12
2016,10,03, 13, 2.343, 0.681, 12
2016,10,03, 14, 0.739, 0.547, 12
2016,10,03, 15, 1.154, 0.910, 12
2016,10,03, 16, 0.359, 0.192, 12
2016,10,03, 17, 0.220, 0.052, 12
2016,10,03, 18, 0.084, 0.079,  8
2016,10,04, 07, 0.012, 0.000,  1
2016,10,04, 08, 0.077, 0.029, 12
2016,10,04, 09, 0.165, 0.043, 12
2016,10,04, 10, 0.349, 0.062, 12
2016,10,04, 11, 0.874, 0.824, 12
2016,10,04, 12, 1.779, 0.773, 12
2016,10,04, 13, 1.689, 0.851, 12
2016,10,04, 14, 1.826, 0.685, 12
2016,10,04, 15, 2.051, 0.253, 12
2016,10,04, 16, 1.333, 0.429, 12
2016,10,04, 17, 0.579, 0.348, 12
2016,10,04, 18, 0.132, 0.089,  7
2016,10,05, 07, 0.096, 0.061,  5
2016,10,05, 08, 0.604, 0.256, 12
2016,10,05, 09, 1.361, 0.242, 12
2016,10,05, 10, 2.033, 0.182, 12
2016,10,05, 11, 2.447, 0.184, 12
2016,10,05, 12, 1.835, 0.593, 12
2016,10,05, 13, 2.425, 0.536, 12
2016,10,05, 14, 2.453, 0.219, 12
2016,10,05, 15, 2.112, 0.160, 12
2016,10,05, 16, 1.262, 0.368, 12
2016,10,05, 17, 0.383, 0.284, 12
2016,10,05, 18, 0.123, 0.093,  7
2016,10,06, 07, 0.060, 0.043,  4
2016,10,06, 08, 0.642, 0.232, 12
2016,10,06, 09, 0.855, 0.442, 12
2016,10,06, 10, 0.890, 0.630, 12
2016,10,06, 11, 2.255, 0.282, 12
2016,10,06, 12, 0.701, 0.188, 12
2016,10,06, 13, 0.578, 0.160, 12
2016,10,06, 14, 0.659, 0.351, 12
2016,10,06, 15, 0.796, 0.404, 12
2016,10,06, 16, 0.196, 0.100, 12
2016,10,06, 17, 0.094, 0.067, 12
2016,10,06, 18, 0.012, 0.000,  2
2016,10,07, 08, 0.124, 0.062, 12
2016,10,07, 09, 0.229, 0.084, 12
2016,10,07, 10, 0.228, 0.071, 12
2016,10,07, 11, 0.301, 0.066, 12
2016,10,07, 12, 0.490, 0.079, 12
2016,10,07, 13, 0.689, 0.237, 12
2016,10,07, 14, 1.232, 0.568, 12
2016,10,07, 15, 1.500, 0.605, 12
2016,10,07, 16, 0.872, 0.444, 12
2016,10,07, 17, 0.448, 0.266, 12
2016,10,07, 18, 0.080, 0.066,  6
2016,10,08, 07, 0.045, 0.033,  4
2016,10,08, 08, 0.182, 0.034, 12
2016,10,08, 09, 0.510, 0.258, 12
2016,10,08, 10, 1.016, 0.462, 12
2016,10,08, 11, 2.230, 0.409, 12
2016,10,08, 12, 1.698, 0.759, 12
2016,10,08, 13, 1.375, 0.730, 12
2016,10,08, 14, 1.500, 0.304, 12
2016,10,08, 15, 0.833, 0.163, 12
2016,10,08, 16, 0.491, 0.191, 12
2016,10,08, 17, 0.092, 0.056,  9
2016,10,09, 07, 0.036, 0.024,  3
2016,10,09, 08, 0.425, 0.255, 12
2016,10,09, 09, 1.148, 0.225, 12
2016,10,09, 10, 1.895, 0.152, 12
2016,10,09, 11, 2.222, 0.247, 12
2016,10,09, 12, 1.705, 0.486, 12
2016,10,09, 13, 1.057, 0.196, 12
2016,10,09, 14, 1.069, 0.478, 12
2016,10,09, 15, 1.131, 0.552, 12
2016,10,09, 16, 1.054, 0.332, 12
2016,10,09, 17, 0.555, 0.277, 12
2016,10,09, 18, 0.048, 0.038,  4
2016,10,10, 08, 0.057, 0.044, 12
2016,10,10, 09, 0.270, 0.092, 12
2016,10,10, 10, 0.723, 0.233, 12
2016,10,10, 11, 1.226, 0.341, 12
2016,10,10, 12, 2.250, 0.384, 12
2016,10,10, 13, 2.535, 0.087, 12
2016,10,10, 14, 1.682, 0.935, 12
2016,10,10, 15, 1.473, 0.698, 12
2016,10,10, 16, 0.624, 0.469, 12
2016,10,10, 17, 0.132, 0.072, 12
2016,10,10, 18, 0.024, 0.012,  3
2016,10,11, 08, 0.128, 0.100, 12
2016,10,11, 09, 0.633, 0.277, 12
2016,10,11, 10, 0.726, 0.296, 12
2016,10,11, 11, 0.683, 0.238, 12
2016,10,11, 12, 0.347, 0.071, 12
2016,10,11, 13, 0.496, 0.164, 12
2016,10,11, 14, 0.573, 0.144, 12
2016,10,11, 15, 0.793, 0.465, 12
2016,10,11, 16, 0.323, 0.093, 12
2016,10,11, 17, 0.017, 0.011,  5
2016,10,12, 08, 0.052, 0.047,  6
2016,10,12, 09, 0.123, 0.019, 12
2016,10,12, 10, 0.283, 0.078, 12
2016,10,12, 11, 0.465, 0.198, 12
2016,10,12, 12, 0.520, 0.074, 12
2016,10,12, 13, 0.435, 0.065, 12
2016,10,12, 14, 0.245, 0.083, 12
2016,10,12, 15, 0.186, 0.096, 12
2016,10,12, 16, 0.116, 0.037, 12
2016,10,12, 17, 0.050, 0.012, 12
2016,10,12, 18, 0.012, 0.000,  2
2016,10,13, 07, 0.024, 0.017,  2
2016,10,13, 08, 0.113, 0.056, 12
2016,10,13, 09, 0.913, 0.579, 12
2016,10,13, 10, 1.745, 0.284, 12
2016,10,13, 11, 0.785, 0.283, 12
2016,10,13, 12, 0.456, 0.137, 12
2016,10,13, 13, 0.715, 0.306, 12
2016,10,13, 14, 1.497, 0.296, 12
2016,10,13, 15, 1.266, 0.217, 12
2016,10,13, 16, 0.688, 0.226, 12
2016,10,13, 17, 0.194, 0.208, 12
2016,10,13, 18, 0.024, 0.017,  2
2016,10,14, 08, 0.083, 0.044, 11
2016,10,14, 09, 0.324, 0.125, 12
2016,10,14, 10, 0.712, 0.191, 12
2016,10,14, 11, 1.005, 0.196, 12
2016,10,14, 12, 2.210, 0.339, 12
2016,10,14, 13, 1.331, 0.166, 12
2016,10,14, 14, 0.977, 0.132, 12
2016,10,14, 15, 0.911, 0.445, 12
2016,10,14, 16, 0.348, 0.062, 12
2016,10,14, 17, 0.250, 0.206, 12
2016,10,14, 18, 0.024, 0.000,  2
2016,10,15, 08, 0.027, 0.011,  4
2016,10,15, 09, 0.111, 0.030, 12
2016,10,15, 10, 0.209, 0.079, 12
2016,10,15, 11, 0.222, 0.045, 12
2016,10,15, 12, 0.173, 0.033, 12
2016,10,15, 13, 0.252, 0.046, 12
2016,10,15, 14, 0.341, 0.194, 12
2016,10,15, 15, 0.476, 0.145, 12
2016,10,15, 16, 0.602, 0.383, 12
2016,10,15, 17, 0.513, 0.212, 12
2016,10,15, 18, 0.155, 0.111, 11
2016,10,16, 08, 0.045, 0.020,  4
2016,10,16, 09, 0.487, 0.233, 12
2016,10,16, 10, 1.333, 0.218, 12
2016,10,16, 11, 1.844, 0.098, 12
2016,10,16, 12, 2.232, 0.076, 12
2016,10,16, 13, 2.363, 0.029, 12
2016,10,16, 14, 2.317, 0.048, 12
2016,10,16, 15, 1.975, 0.182, 12
2016,10,16, 16, 1.445, 0.190, 12
2016,10,16, 17, 0.838, 0.142, 12
2016,10,16, 18, 0.196, 0.140, 11
2016,10,17, 09, 0.191, 0.123,  9
2016,10,17, 10, 1.004, 0.252, 12
2016,10,17, 11, 1.564, 0.552, 12
2016,10,17, 12, 1.979, 0.194, 12
2016,10,17, 13, 0.943, 0.533, 12
2016,10,17, 14, 0.475, 0.099, 12
2016,10,17, 15, 0.339, 0.080, 12
2016,10,17, 16, 0.209, 0.042, 12
2016,10,17, 17, 0.322, 0.123, 12
2016,10,17, 18, 0.097, 0.085,  9
2016,10,18, 08, 0.056, 0.025,  3
2016,10,18, 09, 0.463, 0.243, 12
2016,10,18, 10, 1.156, 0.320, 12
2016,10,18, 11, 1.359, 0.236, 12
2016,10,18, 12, 0.810, 0.294, 12
2016,10,18, 13, 0.316, 0.168, 12
2016,10,18, 14, 0.254, 0.063, 12
2016,10,18, 15, 0.157, 0.048, 12
2016,10,18, 16, 0.098, 0.036, 12
2016,10,18, 17, 0.042, 0.020, 12
2016,10,18, 18, 0.042, 0.040,  6
2016,10,19, 09, 0.064, 0.037,  3
2016,10,19, 10, 0.115, 0.110, 12
2016,10,19, 11, 0.189, 0.121, 12
2016,10,19, 12, 0.829, 0.715, 12
2016,10,19, 13, 0.270, 0.100, 12
2016,10,19, 14, 0.424, 0.442, 12
2016,10,19, 15, 0.274, 0.159, 12
2016,10,19, 16, 0.332, 0.151, 12
2016,10,19, 17, 0.285, 0.136, 12
2016,10,19, 18, 0.066, 0.080, 10
2016,10,20, 09, 0.019, 0.009,  7
2016,10,20, 10, 0.063, 0.023, 12
2016,10,20, 11, 0.194, 0.093, 12
2016,10,20, 12, 0.320, 0.100, 12
2016,10,20, 13, 0.215, 0.111, 12
2016,10,20, 14, 0.305, 0.151, 12
2016,10,20, 15, 0.115, 0.048, 12
2016,10,20, 16, 0.269, 0.296, 12
2016,10,20, 17, 0.097, 0.056, 12
2016,10,20, 18, 0.027, 0.012,  8
2016,10,21, 09, 0.074, 0.049, 11
2016,10,21, 10, 0.192, 0.027, 12
2016,10,21, 11, 0.370, 0.094, 12
2016,10,21, 12, 0.641, 0.267, 12
2016,10,21, 13, 0.701, 0.250, 12
2016,10,21, 14, 0.979, 0.302, 12
2016,10,21, 15, 0.660, 0.206, 12
2016,10,21, 16, 0.457, 0.308, 12
2016,10,21, 17, 0.077, 0.037, 12
2016,10,21, 18, 0.012, 0.000,  1
2016,10,22, 09, 0.041, 0.023,  8
2016,10,22, 10, 0.132, 0.046, 12
2016,10,22, 11, 0.239, 0.044, 12
2016,10,22, 12, 0.352, 0.106, 12
2016,10,22, 13, 0.515, 0.266, 12
2016,10,22, 14, 0.692, 0.201, 12
2016,10,22, 15, 1.185, 0.565, 12
2016,10,22, 16, 0.658, 0.632, 12
2016,10,22, 17, 0.745, 0.189, 12
2016,10,22, 18, 0.087, 0.082,  9
2016,10,23, 09, 0.079, 0.041, 11
2016,10,23, 10, 0.286, 0.099, 12
2016,10,23, 11, 0.658, 0.136, 12
2016,10,23, 12, 0.965, 0.262, 12
2016,10,23, 13, 0.771, 0.167, 12
2016,10,23, 14, 1.217, 0.476, 12
2016,10,23, 15, 1.001, 0.340, 12
2016,10,23, 16, 1.487, 0.168, 12
2016,10,23, 17, 0.757, 0.239, 12
2016,10,23, 18, 0.110, 0.091,  7
2016,10,24, 09, 0.065, 0.037, 10
2016,10,24, 10, 0.182, 0.056, 12
2016,10,24, 11, 0.162, 0.053, 12
2016,10,24, 12, 0.259, 0.051, 12
2016,10,24, 13, 0.264, 0.057, 12
2016,10,24, 14, 0.131, 0.031, 12
2016,10,24, 15, 0.192, 0.039, 12
2016,10,24, 16, 0.103, 0.019, 12
2016,10,24, 17, 0.038, 0.030, 10
2016,10,25, 09, 0.034, 0.010,  5
2016,10,25, 10, 0.064, 0.016, 12
2016,10,25, 11, 0.085, 0.010, 12
2016,10,25, 12, 0.273, 0.048, 12
2016,10,25, 13, 0.170, 0.056, 12
2016,10,25, 14, 0.233, 0.062, 12
2016,10,25, 15, 0.124, 0.043, 12
2016,10,25, 16, 0.113, 0.055, 12
2016,10,25, 17, 0.033, 0.016, 12
2016,10,26, 09, 0.065, 0.041,  8
2016,10,26, 10, 0.696, 0.380, 12
2016,10,26, 11, 1.005, 0.321, 12
2016,10,26, 12, 0.827, 0.266, 12
2016,10,26, 13, 1.063, 0.464, 12
2016,10,26, 14, 1.847, 0.388, 12
2016,10,26, 15, 0.712, 0.482, 12
2016,10,26, 16, 0.186, 0.070, 12
2016,10,26, 17, 0.063, 0.045, 12
2016,10,26, 18, 0.039, 0.015,  8
2016,10,27, 09, 0.026, 0.011,  7
2016,10,27, 10, 0.076, 0.018, 12
2016,10,27, 11, 0.155, 0.023, 12
2016,10,27, 12, 0.188, 0.031, 12
2016,10,27, 13, 0.165, 0.030, 12
2016,10,27, 14, 0.808, 0.383, 12
2016,10,27, 15, 0.361, 0.106, 12
2016,10,27, 16, 0.189, 0.109, 12
2016,10,27, 17, 0.134, 0.118, 12
2016,10,27, 18, 0.016, 0.007,  3
2016,10,28, 09, 0.016, 0.007,  3
2016,10,28, 10, 0.086, 0.063, 12
2016,10,28, 11, 0.198, 0.040, 12
2016,10,28, 12, 0.246, 0.119, 12
2016,10,28, 13, 0.136, 0.015, 12
2016,10,28, 14, 0.185, 0.057, 12
2016,10,28, 15, 0.104, 0.037, 12
2016,10,28, 16, 0.099, 0.046, 12
2016,10,28, 17, 0.088, 0.054, 12
2016,10,28, 18, 0.020, 0.014,  3
2016,10,29, 09, 0.249, 0.183, 11
2016,10,29, 10, 1.004, 0.241, 12
2016,10,29, 11, 1.448, 0.027, 12
2016,10,29, 12, 1.726, 0.344, 12
2016,10,29, 13, 1.384, 0.679, 12
2016,10,29, 14, 2.023, 0.378, 12
2016,10,29, 15, 1.797, 0.233, 12
2016,10,29, 16, 1.078, 0.408, 12
2016,10,29, 17, 0.650, 0.244, 12
2016,10,29, 18, 0.077, 0.067,  7
2016,10,30, 08, 0.071, 0.034, 11
2016,10,30, 09, 0.908, 0.398, 12
2016,10,30, 10, 1.369, 0.393, 12
2016,10,30, 11, 1.824, 0.349, 12
2016,10,30, 12, 2.105, 0.190, 12
2016,10,30, 13, 0.912, 0.326, 12
2016,10,30, 14, 1.190, 0.632, 12
2016,10,30, 15, 0.824, 0.261, 12
2016,10,30, 16, 0.259, 0.201, 12
2016,10,30, 17, 0.046, 0.020,  5
2016,10,31, 08, 0.200, 0.152, 11
2016,10,31, 09, 0.951, 0.241, 12
2016,10,31, 10, 1.540, 0.148, 12
2016,10,31, 11, 1.892, 0.106, 12
2016,10,31, 12, 2.084, 0.016, 12
2016,10,31, 13, 1.942, 0.138, 12
2016,10,31, 14, 1.331, 0.181, 12
2016,10,31, 15, 1.256, 0.203, 12
2016,10,31, 16, 0.575, 0.238, 12
2016,10,31, 17, 0.048, 0.029,  5
2016,11,01, 08, 0.232, 0.146, 11
2016,11,01, 09, 0.434, 0.028, 12
2016,11,01, 10, 0.696, 0.131, 12
2016,11,01, 11, 0.899, 0.233, 12
2016,11,01, 12, 0.372, 0.064, 12
2016,11,01, 13, 0.288, 0.080, 12
2016,11,01, 14, 0.165, 0.054, 12
2016,11,01, 15, 0.161, 0.019, 12
2016,11,01, 16, 0.064, 0.051, 10
2016,11,02, 08, 0.062, 0.030,  7
2016,11,02, 09, 0.183, 0.121, 12
2016,11,02, 10, 1.585, 0.179, 12
2016,11,02, 11, 1.762, 0.654, 12
2016,11,02, 12, 0.561, 0.513, 12
2016,11,02, 13, 0.663, 0.732, 12
2016,11,02, 14, 1.061, 0.828, 12
2016,11,02, 15, 0.609, 0.582, 12
2016,11,02, 16, 0.213, 0.352, 12
2016,11,02, 17, 0.020, 0.014,  3
2016,11,03, 08, 0.164, 0.170, 11
2016,11,03, 09, 0.727, 0.270, 12
2016,11,03, 10, 1.094, 0.257, 12
2016,11,03, 11, 1.324, 0.149, 12
2016,11,03, 12, 1.876, 0.145, 12
2016,11,03, 13, 1.290, 0.733, 12
2016,11,03, 14, 0.461, 0.292, 12
2016,11,03, 15, 0.207, 0.087, 12
2016,11,03, 16, 0.094, 0.045, 12
2016,11,03, 17, 0.016, 0.007,  3
2016,11,04, 08, 0.065, 0.039,  5
2016,11,04, 09, 0.370, 0.236, 12
2016,11,04, 10, 0.994, 0.293, 12
2016,11,04, 11, 0.839, 0.290, 12
2016,11,04, 12, 0.643, 0.197, 12
2016,11,04, 13, 1.060, 0.123, 12
2016,11,04, 14, 0.902, 0.224, 12
2016,11,04, 15, 0.364, 0.062, 12
2016,11,04, 16, 0.151, 0.078, 12
2016,11,04, 17, 0.032, 0.014,  3
2016,11,05, 09, 0.052, 0.021, 12
2016,11,05, 10, 0.247, 0.068, 12
2016,11,05, 11, 0.695, 0.254, 12
2016,11,05, 12, 0.366, 0.143, 12
2016,11,05, 13, 1.893, 0.290, 12
2016,11,05, 14, 1.115, 0.868, 12
2016,11,05, 15, 0.177, 0.099, 12
2016,11,05, 16, 0.075, 0.040, 12
2016,11,05, 17, 0.012, 0.000,  2
2016,11,06, 08, 0.039, 0.019,  7
2016,11,06, 09, 0.299, 0.356, 12
2016,11,06, 10, 1.345, 0.558, 12
2016,11,06, 11, 1.076, 0.388, 12
2016,11,06, 12, 0.425, 0.188, 12
2016,11,06, 13, 0.216, 0.088, 12
2016,11,06, 14, 0.224, 0.091, 12
2016,11,06, 15, 0.219, 0.072, 12
2016,11,06, 16, 0.110, 0.060, 12
2016,11,06, 17, 0.012, 0.000,  1
2016,11,07, 09, 0.032, 0.013, 11
2016,11,07, 10, 0.047, 0.024, 12
2016,11,07, 11, 0.144, 0.063, 12
2016,11,07, 12, 0.142, 0.028, 12
2016,11,07, 13, 0.099, 0.018, 12
2016,11,07, 14, 0.124, 0.040, 12
2016,11,07, 15, 0.100, 0.032, 12
2016,11,07, 16, 0.033, 0.020,  8
2016,11,08, 08, 0.024, 0.012,  5
2016,11,08, 09, 0.102, 0.052, 12
2016,11,08, 10, 0.305, 0.030, 12
2016,11,08, 11, 0.441, 0.101, 12
2016,11,08, 12, 1.049, 0.508, 12
2016,11,08, 13, 1.434, 0.590, 12
2016,11,08, 14, 0.971, 0.355, 12
2016,11,08, 15, 0.287, 0.179, 12
2016,11,08, 16, 0.119, 0.096, 12
2016,11,08, 17, 0.018, 0.008,  2
2016,11,09, 09, 0.059, 0.029, 11
2016,11,09, 10, 0.099, 0.038, 12
2016,11,09, 11, 0.139, 0.036, 12
2016,11,09, 12, 0.078, 0.016, 12
2016,11,09, 13, 0.174, 0.067, 12
2016,11,09, 14, 0.158, 0.048, 12
2016,11,09, 15, 0.064, 0.014, 12
2016,11,09, 16, 0.031, 0.015,  9
2016,11,10, 09, 0.015, 0.006,  4
2016,11,10, 10, 0.056, 0.028, 12
2016,11,10, 11, 0.083, 0.030, 12
2016,11,10, 12, 0.114, 0.026, 12
2016,11,10, 13, 0.117, 0.026, 12
2016,11,10, 14, 0.067, 0.025, 12
2016,11,10, 15, 0.035, 0.020, 11
2016,11,10, 16, 0.012, 0.000,  3
2016,11,11, 08, 0.028, 0.018,  3
2016,11,11, 09, 0.158, 0.050, 12
2016,11,11, 10, 0.124, 0.050, 12
2016,11,11, 11, 0.866, 0.538, 12
2016,11,11, 12, 0.741, 0.287, 12
2016,11,11, 13, 1.495, 0.444, 12
2016,11,11, 14, 1.456, 0.163, 12
2016,11,11, 15, 0.830, 0.199, 12
2016,11,11, 16, 0.269, 0.183, 12
2016,11,11, 17, 0.024, 0.017,  2
2016,11,12, 08, 0.070, 0.024,  6
2016,11,12, 09, 0.189, 0.090, 12
2016,11,12, 10, 1.181, 0.625, 12
2016,11,12, 11, 1.321, 0.204, 12
2016,11,12, 12, 1.683, 0.250, 12
2016,11,12, 13, 1.164, 0.486, 12
2016,11,12, 14, 0.256, 0.079, 12
2016,11,12, 15, 0.277, 0.103, 12
2016,11,12, 16, 0.055, 0.050, 11
2016,11,13, 09, 0.027, 0.013, 11
2016,11,13, 10, 0.174, 0.067, 12
2016,11,13, 11, 0.164, 0.037, 12
2016,11,13, 12, 0.207, 0.027, 12
2016,11,13, 13, 0.265, 0.030, 12
2016,11,13, 14, 0.132, 0.026, 12
2016,11,13, 15, 0.070, 0.017, 12
2016,11,13, 16, 0.042, 0.017, 10
2016,11,14, 08, 0.084, 0.053,  6
2016,11,14, 09, 0.163, 0.024, 12
2016,11,14, 10, 0.253, 0.050, 12
2016,11,14, 11, 0.329, 0.041, 12
2016,11,14, 12, 0.512, 0.068, 12
2016,11,14, 13, 0.331, 0.012, 12
2016,11,14, 14, 0.336, 0.048, 12
2016,11,14, 15, 0.111, 0.044, 12
2016,11,14, 16, 0.041, 0.024,  7
2016,11,15, 09, 0.036, 0.017,  7
2016,11,15, 10, 0.040, 0.022, 11
2016,11,15, 11, 0.060, 0.013, 12
2016,11,15, 12, 0.091, 0.024, 12
2016,11,15, 13, 0.092, 0.039, 12
2016,11,15, 14, 0.091, 0.034, 12
2016,11,15, 15, 0.049, 0.023, 12
2016,11,15, 16, 0.012, 0.000,  3
2016,11,16, 10, 0.033, 0.014, 12
2016,11,16, 11, 0.066, 0.035, 12
2016,11,16, 12, 0.264, 0.112, 12
2016,11,16, 13, 0.736, 0.487, 12
2016,11,16, 14, 1.037, 0.531, 12
2016,11,16, 15, 0.347, 0.134, 12
2016,11,16, 16, 0.073, 0.038, 11
2016,11,17, 08, 0.024, 0.000,  1
2016,11,17, 09, 0.170, 0.119, 12
2016,11,17, 10, 0.651, 0.325, 12
2016,11,17, 11, 0.778, 0.471, 12
2016,11,17, 12, 0.350, 0.126, 12
2016,11,17, 13, 0.202, 0.062, 12
2016,11,17, 14, 0.217, 0.062, 12
2016,11,17, 15, 0.123, 0.054, 12
2016,11,17, 16, 0.060, 0.039, 11
2016,11,18, 08, 0.024, 0.000,  3
2016,11,18, 09, 0.073, 0.032, 12
2016,11,18, 10, 0.177, 0.129, 12
2016,11,18, 11, 0.583, 0.502, 12
2016,11,18, 12, 1.118, 0.588, 12
2016,11,18, 13, 0.448, 0.149, 12
2016,11,18, 14, 1.232, 0.365, 12
2016,11,18, 15, 0.417, 0.168, 12
2016,11,18, 16, 0.164, 0.167,  8
2016,11,19, 09, 0.019, 0.009,  7
2016,11,19, 10, 0.198, 0.215, 12
2016,11,19, 11, 0.444, 0.211, 12
2016,11,19, 12, 0.462, 0.129, 12
2016,11,19, 13, 1.740, 0.550, 12
2016,11,19, 14, 0.577, 0.171, 12
2016,11,19, 15, 0.408, 0.191, 12
2016,11,19, 16, 0.097, 0.089, 10
2016,11,20, 09, 0.052, 0.035,  6
2016,11,20, 10, 0.147, 0.082, 12
2016,11,20, 11, 0.069, 0.046, 12
2016,11,20, 12, 0.114, 0.031, 12
2016,11,20, 13, 0.121, 0.085, 12
2016,11,20, 14, 0.246, 0.069, 12
2016,11,20, 15, 0.107, 0.039, 12
2016,11,20, 16, 0.058, 0.038,  7
2016,11,21, 09, 0.040, 0.014, 11
2016,11,21, 10, 0.064, 0.017, 12
2016,11,21, 11, 0.242, 0.094, 12
2016,11,21, 12, 0.239, 0.123, 12
2016,11,21, 13, 0.170, 0.116, 12
2016,11,21, 14, 0.517, 0.324, 12
2016,11,21, 15, 0.096, 0.047, 12
2016,11,21, 16, 0.041, 0.022, 11
2016,11,22, 08, 0.012, 0.000,  1
2016,11,22, 09, 0.428, 0.373, 12
2016,11,22, 10, 0.384, 0.106, 12
2016,11,22, 11, 0.506, 0.074, 12
2016,11,22, 12, 1.066, 0.407, 12
2016,11,22, 13, 0.536, 0.246, 12
2016,11,22, 14, 0.352, 0.092, 12
2016,11,22, 15, 0.326, 0.099, 12
2016,11,22, 16, 0.066, 0.053,  8
2016,11,23, 09, 0.032, 0.014,  8
2016,11,23, 10, 0.081, 0.039, 12
2016,11,23, 11, 0.463, 0.431, 12
2016,11,23, 12, 1.290, 0.509, 12
2016,11,23, 13, 0.321, 0.082, 12
2016,11,23, 14, 0.452, 0.295, 12
2016,11,23, 15, 0.316, 0.299, 12
2016,11,23, 16, 0.130, 0.105, 10
2016,11,24, 09, 0.070, 0.043, 11
2016,11,24, 10, 0.255, 0.058, 12
2016,11,24, 11, 0.356, 0.084, 12
2016,11,24, 12, 0.913, 0.153, 12
2016,11,24, 13, 0.838, 0.124, 12
2016,11,24, 14, 0.974, 0.106, 12
2016,11,24, 15, 0.504, 0.216, 12
2016,11,24, 16, 0.110, 0.078, 11
2016,11,25, 08, 0.078, 0.042,  2
2016,11,25, 09, 0.605, 0.265, 12
